Question,ResultId,ResultScore,ResultURL,ResultTitle,ResultRank,ResultText,Score
Why do people think Solomon Spaulding wrote the Book of Mormon?,a6724634b8336f4cb984fdfabd8136832afcadb78f1cc0a709dc1888676aee1d,0.801368356,https://knowhy.bookofmormoncentral.org/knowhy/is-it-possible-that-a-single-author-wrote-the-book-of-mormon#,Is It Possible That a Single Author Wrote the Book of Mormon? / The Know,10,"This situation makes the results of the stylometric analysis all the more astounding. It is difficult to imagine that a frontier farmer, with limited formal education and no literary accomplishments whatsoever, could have created a work of fiction with such a diverse array of statistically distinct voices.

Moreover, previous stylometric studies have demonstrated that none of the 19th century writers usually suspected of authoring the Book of Mormon have writing samples that match any of its distinct styles. These writers include Sidney Rigdon, Solomon Spalding, W. W. Phelps, Oliver Cowdery, Parley P. Pratt, and Joseph Smith himself.15, 163; John L. Hilton, ""On Verifying Wordprint Studies: Book of Mormon Authorship,"" in Book of Mormon Authorship Revisited: The Evidence for Ancient Origins, ed. Noel B. Reynolds (Provo, UT: FARMS, 1997), 253, n. 22; Paul J. Fields, G. Bruce Schaalje, and Matthew Roper, ""Examining a Misapplication of Nearest Shrunken Centroid Classification to Investigate Book of Mormon Authorship,"" Mormon Studies Review 23, no. 1 (2011): 107. "")",0.0
Why do people think Solomon Spaulding wrote the Book of Mormon?,89a20491a7da5df713acdf141753253d04a2915b20a45841517e71788991d565,0.795465827,https://eom.byu.edu/index.php?title=Spaulding_Manuscript#,Spaulding Manuscript,12,"There are similarities in the explanation for the origins of both *Manuscript Found* and the Book of Mormon. The introduction to the Spaulding work claims that its author was walking near Conneaut, Ohio (about 150 miles west of the place in New York where Joseph Smith obtained the gold plates), when he discovered an inscribed, flat stone. This he raised with a lever, uncovering a cave in which lay a stone box containing twenty-eight rolls of parchment. The writing was in Latin. The story is primarily a secular one, having virtually no religious content. A character in the novel possessed a seerstone, similar to objects used by Joseph Smith. However, none of the many names found in either volume matches any of those in the other, nor is there the remotest similarity in literary styles.",2.0
Why do people think Solomon Spaulding wrote the Book of Mormon?,14ce8be1ed64ef97681a09814e4c5f1b7f2bb3d4d66410ab8ec5e2b46071fb66,0.794802666,https://archive.bookofmormoncentral.org/sites/default/files/archive-files/pdf/bennett/2019-03-04/jim_bennett_a_faithful_reply_to_the_ces_letter_from_a_former_ces_employee_2018.pdf#,A CES Letter Reply: Faithful Answers For Those Who Doubt - 50,13,"The maps you use in Question #7 come from Book of Mormon Authorship: A Closer Look by Vernal Holley. In that 1983 treatise, Holley argues that the Book of Mormon was plagiarized from a manuscript by Solomon Spaulding. The problem, of course, is that he's wrong.

For any not familiar with the Spaulding Theory, I turn again to my father's Leap of Faith book, with words again taken from his digital manuscript:

Sometime prior to 1829, a former Presbyterian Minister named Solomon Spaulding was known to have written a novel called ""The Manuscript Found,"" in which a fictional Indian describes events that took place in America before Columbus.
Joseph's detractors focused on the similarity between this plot line and the story of The Book of Mormon and insisted that Joseph was a simple plagiarist. Somehow, they say, he had come across the Spaulding book and pilfered it for his own purposes.",3.0
Why do people think Solomon Spaulding wrote the Book of Mormon?,4fe92b252d4931fb9e902516e1cee801ba6a613b877150abfd19631d4daed655,0.794476151,https://eom.byu.edu/index.php?title=Book_of_Mormon_Studies#,Book of Mormon Studies,14,"According to one view-a position that has existed since even before its first publication-the Book of Mormon is a conscious fabrication of Joseph Smith. Those holding to this view see the book as reflecting no inspiration and having no historical value, although they may see some religious value in it as a statement of Joseph Smith's religious feelings. The assumption underlying this view may be either a doctrinaire rejection of divine intervention in human affairs or a specific rejection of Joseph Smith's claims to experience with the divine. Those maintaining this position may accept either the Spaulding theory or, more commonly, various environmentalist explanations for the contents of the book (see View of the Hebrews). One environmentalist explanation that has attracted some interest in the recent past among both believers and nonbelievers is based on the purported ""magic worldview"" that suffused the environment in which Joseph Smith grew up. However, this position has been heavily criticized and has not been widely received.

Another view of the Book of Mormon accepts its inspiration but rejects its historical authenticity, seeing it as in some sense inspired but not the product of antiquity, coming rather from the pen of Joseph Smith.

A third position accepts parts of the Book of Mormon as ancient, but views other parts of the book as inspired expansions on the text. This view has suffered because a concession that any part of the book is authentically ancient (and beyond the powers of Joseph Smith to have established through research) seems an admission that the Book of Mormon is what it claims to be and what has traditionally been claimed for it: that it is ancient.",1.0
Why do people think Solomon Spaulding wrote the Book of Mormon?,e81416b81c806a4ddc7bad94c929a471d335c7c4a576563dc2001d7a8e53777d,0.794347823,https://doctrineandcovenantscentral.org/podcast-episode/if-not-a-supernatural-translation-then-what-examining-the-other-bm-translation-theories#,"If Not a Supernatural Translation, Then What? Examining the Other BM Translation Theories",15,"Casey Paul Griffiths:

Number four is that Joseph Smith went into some kind of trance state and wrote in what we call automatic writing, and then interestingly, a lot of opponents of the Book of Mormon have circled back to saying, ""Well, Joseph Smith was a genius. That's the only way to explain the Book of Mormon."" So the arc is that they start out saying, ""Joseph Smith was too dumb to have done this. What's an alternate explanation?"" to where we get to the point to where most modern opponents of the Book of Mormon are saying, ""Joseph Smith must have just been a genius. How else could he have done this?"" So let's walk through each one, OK? Starting with the one that gets the most currency, which is the Spaulding theory. So this is by far the most popular theory that shows up in the 19th century. Apparently there's a reverend named Solomon Spaulding who writes some kind of book about an early American civilization that's linked to the Book of Mormon. And the reason why this one worked so well and gained so much press was because the manuscript was lost. Nobody knew where it was, and so you could basically project anything you wanted to onto the manuscript and say, ""Yeah, Joseph Smith just stole from this."" Now, the theory was dealt a major blow when the manuscript was found. In 1884, it was found in Honolulu, Hawaii, of all places, and actually, that is the name of the manuscript when it was discovered. It's called Manuscript Found. So today, I mean, the only organization that actually publishes Solomon Spaulding's work is BYU—",1.0
Why do people think Solomon Spaulding wrote the Book of Mormon?,299b1977c4baf7fc5358a9e7153dec9031c87c179b32caab2ed4c3f29e77afd5,0.792927682,https://doctrineandcovenantscentral.org/podcast-episode/qr-tackling-tough-book-of-mormon-translation-questions#,Q+R! Tackling Tough Book of Mormon Translation Questions,16,"Michael Hubbard Mackay:

I don't think there's any good evidence. That—that's the short answer. The issue with that is that Oliver Cowdery and Sydney Rigdon in particular, who were the closest to him—like, if those two helped him write it or were co-authors or collaborators or—or the author of the Book of Mormon and they had more time to do it—",0.0
Why do people think Solomon Spaulding wrote the Book of Mormon?,1f49365c1703ca88495e7211fa5dbbb77d2febcaab47e329e8ea9f6f9b7a6bb3,0.790435195,https://eom.byu.edu/index.php?title=Book_of_Mormon_Studies#,Book of Mormon Studies,17,"Bush, Lester E., Jr. ""The Spalding Theory Then and Now."" *Dialogue* 10 (Autumn 1977):40-69.",0.0
Why do people think Solomon Spaulding wrote the Book of Mormon?,f39145fa685be9e8a1d036ecc94081783360ee8d2266fbd779fc7c30c4c830f7,0.790137529,https://evidencecentral.org/recency/evidence/an-unfamiliar-text#,Book of Mormon Evidence: An Unfamiliar Text / ABSTRACT / EVIDENCE SUMMARY,18,"Several lines of evidence suggest that Joseph Smith most likely did not have the education or literary ability to create a text like the Book of Mormon.1 Consistent with such findings, there is reason to believe that he was unfamiliar with the content and structure of the Book of Mormon as he dictated it to his scribes. Part of this evidence comes from historical reports from those involved in the translation, and another part comes from analysis of the Book of Mormon's earliest manuscripts.",2.0
Why do people think Solomon Spaulding wrote the Book of Mormon?,798243739076ebca358669a59bcf0edfb2225184a956846ba9dc90b9257f6bee,0.785731,https://knowhy.bookofmormoncentral.org/knowhy/what-was-mormons-purpose-in-writing-the-book-of-mormon#,What Was Mormon’s Purpose in Writing the Book of Mormon? / The Why,19,"Mormon's ""urge for historical accuracy,"" however, shouldn't lead readers to conclude that the portrayal of history itself is what will do the convincing.12: 68; originally published in Historicity and the Latter-day Saint Scriptures, ed. Paul Y. Hoskisson (Provo, UT: Religious Studies Center, Brigham Young University, 2001), 237–248."") Rather his recorded stories and inspired commentary serve as vehicles for personal revelation. Moroni's famous promise, for instance, explicitly exhorts and invites readers to ask God the Eternal Father about the truthfulness of the record, and ensures that if they do so in sincerity and faith in the name of Jesus Christ, ""he will manifest the truth of it … by the power of the Holy Ghost"" (Moroni 10:4).

Because the power of the Holy Ghost will unequivocally testify to the historical reality and spiritual message of the Book of Mormon, it therefore stands as a valid witness of God's influence and interaction with His children.13 To believe in the truth of its stories is to believe in the divinity, resurrection, and miraculous power of Jesus Christ. To follow its messages and commandments is to follow the words, inspiration, and ""Spirit of Christ"" (Moroni 7:16) and to ""come unto him, and be perfected in him"" (Moroni 10:32).",0.0
Why do people think Solomon Spaulding wrote the Book of Mormon?,355339edf2d5437e65ea42b73ef59f665267ad9e944e490b67c5366f89f06218,0.785595417,https://eom.byu.edu/index.php?title=Book_of_Mormon#,Book of Mormon / Book of Mormon: Overview,20,"Olson, Eric C. ""The 'Perfect Pattern': The Book of Mormon as a Model for the Writing of Sacred History."" *BYU Studies* 31 (Spring 1991):7-18.

Peterson, Daniel C. Review of By the Hand of Mormon: The American Scripture That Launched a World Religion, by Terryl L. Givens. *BYU Studies* 43:4 (2004):140-149.

Reynolds, Noel B. ""The Coming Forth of the Book of Mormon in the Twentieth Century."" *BYU Studies* 38:2 (1999):6-47.",0.0
What is The Late War?,c65898d3bfdb703a07515150aea30984efba9b70d5cd9aa93c7e56e5603a9c26,0.636496067,https://knowhy.bookofmormoncentral.org/knowhy/is-the-book-of-mormon-like-any-other-nineteenth-century-book#,Is the Book of Mormon Like Any Other Nineteenth Century Book? / Did Joseph Smith plagiarize the Book of Mormon? / The Know / Gilbert Hunt's The Late War,12,"In recent years, another theory for the origins of the Book of Mormon has emerged. This new theory posits that ""Joseph [Smith] most likely grew up reading a school book called *The Late War* by Gilbert J. Hunt and it heavily influenced his writing of The Book of Mormon.""23 Published in 1816, The Late War Between the United States and Great Britain gave an account of the War of 1812 that was intended to be an educational textbook for schoolchildren. To support the idea that Joseph Smith drew from this book in fabricating the Book of Mormon, some authors have pointed to ""similarities"" and parallels between the two books, including ""over 100 rare phrases that bind The Book of Mormon to The Late War.""24

While this theory has become popular in some online circles, it suffers from many problems. Most glaring is the fact that, as demonstrated by recent statistical analysis, the ""similarities"" and linguistic parallels between the Book of Mormon and *The Late War* are easily explainable as shared imitation of the language of the King James Bible, and not direct literary dependence.25 Beyond this, others have pointed out that many of the parallels typically listed between the two books are illusory or otherwise rather weak.26",2.0
What is The Late War?,6ed159eca18fd5c2900ccf5d49fc9a656ad0121430115e3c717df6b94bac317a,0.629183,https://knowhy.bookofmormoncentral.org/knowhy/is-the-book-of-mormon-like-any-other-nineteenth-century-book#,Is the Book of Mormon Like Any Other Nineteenth Century Book? / Did Joseph Smith plagiarize the Book of Mormon? / The Know / Gilbert Hunt's The Late War,14,"As Benjamin McGuire observed, the surface-level linguistic similarities between the Book of Mormon and *The Late War* also fail to explain the fact that ""Hunt [merely] wanted to create a text that read like scripture as a marketing tool. In this way we get a lot of biblical sounding text. The Book of Mormon, on the other hand, doesn't just use biblical language, it engages biblical issues – it asks questions about morality, about agency, about creation. It ponders the meaning of writing and reading. It describes religious experience.""27: 354–355."")

These problems with the Late War Theory indicate that in all likelihood, rather than the Book of Mormon flagrantly plagiarizing Hunt's work, the two books emerged alongside others in a shared early American literary culture.28, 2. Shalev also discussed the position of the Book of Mormon in this broader literary culture and wondered if ""the Book of Mormon's biblical language . . . catered to audiences' need to hear prophecy in the language that was universally accepted as suitable and even necessary for divine pronouncements."" Shalev, American Zion, 84–117, quote at 114. For another view, see Stanford Carmack, ""Is the Book of Mormon a Pseudo-Archaic Text?"" Interpreter: A Journal of Latter-day Saint Faith and Scholarship 28 (2018): 177-232."")",1.0
What is The Late War?,30600af7d230374118c6ad7e6c45daa43c5ba6380e3647f41c493c3e69083ea9,0.841629446,https://www.fairlatterdaysaints.org/blog/2021/09/10/the-ces-letter-rebuttal-part-7#,"The CES Letter Rebuttal, Part 7 / Part 7: CES Letter Book of Mormon Questions [Section F] / The Late War Between the United States and Great Britain: This book was an 1819 textbook written for New York state school children. The book depicted the events of the War of 1812 and it was specifically written in a Jacobean English style to imitate the King James Bible. … The first chapter alone is stunning as it reads incredibly like the Book of Mormon. In addition to the … KJV language style present throughout the book, what are the following Book of Mormon verbatim phrases, themes, and storylines doing in a children's school textbook that was used in Joseph Smith's own time and backyard – all of this a mere decade before the publication of the Book of Mormon?",3,"Runnells does share a few paragraphs from the first page of the book, which I omitted here to save space. It's just language demonstrating that same pseudo-Biblical/pseudo-Archaic writing style that apes the KJV. It does sound a little like the Book of Mormon, because it was specifically designed to imitate scriptural language, but the content obviously doesn't match. It's talking about the war of 1812.

I'm also not going to through this supposedly devastating list of similarities between the books because it would require a ton of space that I just don't have. It's similar to the silly list from *View of the Hebrews*. Besides, FAIR already put in a lot of work and debunked them all pretty thoroughly. Brian Hales and Saints Unscripted also both did videos discussing *The Late War*, if anyone is interested in those. And Michael Ash goes into a few of those supposed similarities in more detail here. None of these were ""rare phrases"" exclusive to the Book of Mormon and *The Late War*. They had numerous contemporary sources in common.

Mainly, though, what I want to focus on regarding *The Late War* is an Interpreter article titled ""The Late War Against the Book of Mormon"" by Benjamin McGuire. McGuire goes into detail about exactly why the computer searches generating lists of similar phrases between various books doesn't work—among other serious flaws, it leaves out all context surrounding the phrases. He states:",2.0
What is The Late War?,e807ff56d272120be5203248bbf48ac86c401640200e44ecac5f4bcf326456a3,0.841209531,https://knowhy.bookofmormoncentral.org/knowhy/is-the-book-of-mormon-like-any-other-nineteenth-century-book#,Is the Book of Mormon Like Any Other Nineteenth Century Book? / Did Joseph Smith plagiarize the Book of Mormon? / The Know / Gilbert Hunt's The Late War,4,Title page of Gilbert Hunt's The Late War,0.0
What is The Late War?,37353f11ce337386e1f15eceb902408bba75169189e619866a8c990c625ce5bb,0.828981698,https://archive.bookofmormoncentral.org/sites/default/files/archive-files/pdf/bennett/2019-03-04/jim_bennett_a_faithful_reply_to_the_ces_letter_from_a_former_ces_employee_2018.pdf#,A CES Letter Reply: Faithful Answers For Those Who Doubt - 81,5,"In substance, this textbook is absolutely nothing like the Book of Mormon. The story is completely different; the characters are completely different. There's no mention of the War of 1812 in the Book of Mormon, and there are no lengthy religious sermons in the Late War. It would certainly help your argument if at some point when the Jaredites were fighting, Napoleon were to show up. I guess we have to wait until you talk about the next candidate you propose as a Book of Mormon source.

In addition to the above KJV language style present throughout the book, what are the following Book of Mormon verbatim phrases, themes, and storylines doing in a children's school textbook that was used in Joseph Smith's own time and backyard – all of this a mere decade before the publication of the Book of Mormon?

Rubbish. There are some (very) short Biblical phrases that appear in both the Book of Mormon and The Late War, but that's it. No common themes, and certainly no common storylines. Do you have information to the contrary? If so, you haven't provided it. Your link to ""many, many more parallels"" just gives me more snippets of text that the two books have in common. Nowhere on your site can I find any evidence of themes and storylines that are similar in the two books.
You haven't read View of the Hebrews, and you clearly haven't read this one, either. Does it embarrass you that you don't even understand your own argument?",3.0
What is The Late War?,51dad3452c71b1d696514af36d9257a803617cc96e967533f0d11c93ecf4c426,0.828771055,https://www.fairlatterdaysaints.org/blog/2021/09/10/the-ces-letter-rebuttal-part-7#,"The CES Letter Rebuttal, Part 7 / Part 7: CES Letter Book of Mormon Questions [Section F] / The Late War Between the United States and Great Britain: This book was an 1819 textbook written for New York state school children. The book depicted the events of the War of 1812 and it was specifically written in a Jacobean English style to imitate the King James Bible. … The first chapter alone is stunning as it reads incredibly like the Book of Mormon. In addition to the … KJV language style present throughout the book, what are the following Book of Mormon verbatim phrases, themes, and storylines doing in a children's school textbook that was used in Joseph Smith's own time and backyard – all of this a mere decade before the publication of the Book of Mormon?",6,"He also wrote a two-part series on an article by Rick Grunder that Runnells quotes in this section, pointing out the flaws in that methodology, too.",0.0
What is The Late War?,a66e9deb6d2a236b23a1327b3f8de6102b688d8d522196dff93ce856eade1af5,0.669135094,https://doctrineandcovenantscentral.org/podcast-episode/if-not-a-supernatural-translation-then-what-examining-the-other-bm-translation-theories#,"If Not a Supernatural Translation, Then What? Examining the Other BM Translation Theories",3,"Casey Paul Griffiths:

And the rest of the similarities between the Book of Mormon and The Late War are basically because both of them use King James language. So The Late War uses King James language to describe the war between the United States and Britain in 1812, and almost all the parallels come from phrases that pop up in the King James Bible that are found in the Book of Mormon and The Late War as well. Again, I've just got to say basically, get a copy of The Late War. You can find a copy on Amazon on Kindle for really, really cheap and just read a couple pages.",3.0
What is The Late War?,fb0f607bff32d9015f3407abb55e4b269000d29673afec6562065792fbc052cc,0.824922502,https://www.fairlatterdaysaints.org/blog/2021/09/10/the-ces-letter-rebuttal-part-7#,"The CES Letter Rebuttal, Part 7 / Part 7: CES Letter Book of Mormon Questions [Section F] / The Late War Between the United States and Great Britain: This book was an 1819 textbook written for New York state school children. The book depicted the events of the War of 1812 and it was specifically written in a Jacobean English style to imitate the King James Bible. … The first chapter alone is stunning as it reads incredibly like the Book of Mormon. In addition to the … KJV language style present throughout the book, what are the following Book of Mormon verbatim phrases, themes, and storylines doing in a children's school textbook that was used in Joseph Smith's own time and backyard – all of this a mere decade before the publication of the Book of Mormon?",8,"So, these computer models by nature will pull up lists of similarities. It'd be odd if they didn't, but they aren't a valid way of determining authorship or influence because they remove all context from the search. The higher the number of sources containing the same phrasing, the weaker the connection is.",0.0
What is The Late War?,67a0816aed60d4ad9e54a7240e88b559ea39e0cfb6f22b81b2a0b982b8e655c7,0.824095488,https://www.fairlatterdaysaints.org/blog/2021/09/10/the-ces-letter-rebuttal-part-7#,"The CES Letter Rebuttal, Part 7 / Part 7: CES Letter Book of Mormon Questions [Section F] / The Late War Between the United States and Great Britain: This book was an 1819 textbook written for New York state school children. The book depicted the events of the War of 1812 and it was specifically written in a Jacobean English style to imitate the King James Bible. … The first chapter alone is stunning as it reads incredibly like the Book of Mormon. In addition to the … KJV language style present throughout the book, what are the following Book of Mormon verbatim phrases, themes, and storylines doing in a children's school textbook that was used in Joseph Smith's own time and backyard – all of this a mere decade before the publication of the Book of Mormon?",9,"He then lists all of the flaws he can see in the methodology done by the Johnsons, the people on whose research Jeremy is basing his claims. One of the main ones was this:

> *In fact, of the 549 distinct four-word locutions given in the blog and shared between the two texts, 75 of them (13.7%) come from [the] copyright statement. … The copyright statement comes from the copyright application form, a preprinted document in which the applicant had to fill in the blanks. … Only part of the copyright statement is original to Joseph Smith, and those parts were produced in 1829 when the application was filed. The statement in the Book of Mormon simply duplicates this application (as was generally required). This use of a form may explain why it duplicates in such great quantity the material from Hunt's volume (which was also copyrighted in New York and used an apparently identical or nearly identical pre-printed copyright application form.) It also explains why parts appear in so many other volumes…*
>
>",0.0
What is The Late War?,5644e4f1dd001f257f3bc6ec9b806cbf7f7f7cf7aaee6f33ac31d8976c4cd5a8,0.821720898,https://www.fairlatterdaysaints.org/blog/2021/09/10/the-ces-letter-rebuttal-part-7#,"The CES Letter Rebuttal, Part 7 / Part 7: CES Letter Book of Mormon Questions [Section F] / The Late War Between the United States and Great Britain: This book was an 1819 textbook written for New York state school children. The book depicted the events of the War of 1812 and it was specifically written in a Jacobean English style to imitate the King James Bible. … The first chapter alone is stunning as it reads incredibly like the Book of Mormon. In addition to the … KJV language style present throughout the book, what are the following Book of Mormon verbatim phrases, themes, and storylines doing in a children's school textbook that was used in Joseph Smith's own time and backyard – all of this a mere decade before the publication of the Book of Mormon?",10,"A not-insignificant portion of their similarities come from the copyright page that was the standard template for books being published in New York at the time. As he then explains, ""Removing this text wouldn't impact the weight much (it only reduces it by a little more than a half of one percent) because of the frequency in other texts. **But it does dramatically reduce the number of parallels presented**.""

The weight is how common it is. The higher the weight, the rarer it is. So, the weight was already pretty low due to how common those statements were in other similar publications. When they were removed from the equation, the weight barely changed, but the number of parallels the Johnsons claimed between the two books was ""dramatically reduced.""

He then explains, ""The Book of Mormon contains 202,830 unique four-word locutions compared with *The Late War* containing 51,221. … Why is this interesting to us? If we follow the weighted matches used by the blog, there are 549 shared four word locutions common to both texts. **This means that of all the possible phrases found in *The Late War*, only 1.07% of them make it into the Book of Mormon. And within the Book of Mormon, of the potential 200,000+ unique phrases, only 0.27% could be derived from *The Late War*.** This is not a high number. **This ratio drops substantially when we back out the 75 parallels taken from the copyright application (with 474 parallels it becomes 0.93% and 0.23% respectively)**.

The article is technical with a lot of jargon to wade through, but the core of it is well worth reading if you can make it through the entire thing. McGuire not only debunks the Johnsons' claims about the Book of Mormon, but also the ones they made about Jane Austen having less contemporary influence on her work than Joseph Smith did on his.",0.0
What is The Late War?,c74067f8cb299e7adeb39af89cabb21a22bd8af7e25dbcdcbfad0c5ccc939b4e,0.681356072,https://www.fairlatterdaysaints.org/answers/Criticism_of_Mormonism/Online_documents/Letter_to_a_CES_Director/Book_of_Mormon_Concerns_%26_Questions#,"Response to ""Letter to a CES Director: Book of Mormon Concerns & Questions"" / Response to claim: ""The staggering parallels and similarities"" of The Late War ""to the Book of Mormon are astounding"" / FAIR's Response",1,"#### Fact checking results: This claim contains propaganda - The author, or the author's source, is providing information or ideas in a slanted way in order to instill a particular attitude or response in the reader

 The ""staggering"" parallels aren't so ""astounding"" once you take a closer look at them. The critic scours a book in order to extract similar phrases, then declares that this proves that this book was a source for the Book of Mormon.",0.0
What is The Late War?,a904e67c285ef6c5719aa4d7dfad9832c08353db5580d3de84fd0d2a89b364d0,0.670348763,https://www.fairlatterdaysaints.org/answers/Criticism_of_Mormonism/Online_documents/Letter_to_a_CES_Director/Book_of_Mormon_Concerns_%26_Questions#,"Response to ""Letter to a CES Director: Book of Mormon Concerns & Questions"" / Response to claim: ""The staggering parallels and similarities"" of The Late War ""to the Book of Mormon are astounding"" / The author(s) of Letter to a CES Director (October 2014 revision) make(s) the following claim:",2,"> * A ""stripling"" soldier ""with his ""weapon of war in his hand.""",0.0
What is The Late War?,5204bb247684b36623f7afd0f8c9dea717a1b2133894eab204ccd95d72403cf2,0.660460472,https://archive.bookofmormoncentral.org/sites/default/files/archive-files/pdf/bennett/2019-03-04/jim_bennett_a_faithful_reply_to_the_ces_letter_from_a_former_ces_employee_2018.pdf#,A CES Letter Reply: Faithful Answers For Those Who Doubt - 80,4,"The supposed parallels between The Late War and the Book of Mormon are, as Jeff Lindsay states, ""weak, scattered, and not very helpful to a would-be plagiarizer."" And with each additional explanation for the Book of Mormon's origins, you weaken the case for any of them.

Once again, I'm breaking up your question into bite-sized chunks.",0.0
What is The Late War?,fd5ce2110865f4d18ff7a5458942c7c84c1ee53e576b744840450ec88a91d50e,0.657591462,https://www.fairlatterdaysaints.org/answers/Criticism_of_Mormonism/Online_documents/Letter_to_a_CES_Director/Book_of_Mormon_Concerns_%26_Questions#,"Response to ""Letter to a CES Director: Book of Mormon Concerns & Questions"" / Response to claim: ""The staggering parallels and similarities"" of The Late War ""to the Book of Mormon are astounding"" / The author(s) of Letter to a CES Director (October 2014 revision) make(s) the following claim:",5,"> * Objects made ""partly of brass and partly of iron, and were cunningly contrived with curious works, like unto a clock; and as it were a large ball.""
> * ""Their polished steels of fine workmanship.""",0.0
What is The Late War?,7f7a9857159089071632cc62efa2d0bdf7916d75ab3555197ace182b24fbfd31,0.654456675,https://www.fairlatterdaysaints.org/answers/Criticism_of_Mormonism/Online_documents/Letter_to_a_CES_Director/Book_of_Mormon_Concerns_%26_Questions#,"Response to ""Letter to a CES Director: Book of Mormon Concerns & Questions"" / Response to claim: ""The staggering parallels and similarities"" of The Late War ""to the Book of Mormon are astounding"" / The author(s) of Letter to a CES Director (October 2014 revision) make(s) the following claim:",6,"> * ""A certain chief captain…was given in trust a band of more than two thousand chosen men, to go forth to battle"" and who ""all gave their services freely for the good of their country.""
> * Fortifications: ""the people began to fortify themselves and entrench the high Places round about the city.""",0.0
What is The Late War?,497c8620a46fab11da782491cb52fccc21ef251ad130ce8bab4da6bbb9d6cbb5,0.647743762,https://www.churchofjesuschrist.org/study/general-conference/1986/10/the-war-we-are-winning?lang=eng#p20,The War We Are Winning,7,"But the war did not end. It abated somewhat, and we're grateful for that. Nonetheless, the adversary of truth has continued his struggle.",0.0
What is The Late War?,b6877ee850ae7174ceb9db216cacca07a436ed6391603567cd0fb941bbdbe48a,0.642391264,https://www.fairlatterdaysaints.org/answers/Criticism_of_Mormonism/Online_documents/Letter_to_a_CES_Director/Book_of_Mormon_Concerns_%26_Questions#,"Response to ""Letter to a CES Director: Book of Mormon Concerns & Questions"" / Response to claim: ""The staggering parallels and similarities"" of The Late War ""to the Book of Mormon are astounding"" / The author(s) of Letter to a CES Director (October 2014 revision) make(s) the following claim:",8,"> *The staggering parallels and similarities to the Book of Mormon are astounding. This outstanding web page outlines very clearly and simply just how devastating the *Late War* is to the Book of Mormon and its claims....
> * Devices of ""curious workmanship"" in relation to boats and weapons.",0.0
What is The Late War?,5bd93d994e24637758a0d008e33b1045fe200042be3ec140c1adb2e6c860b4eb,0.64204,https://archive.bookofmormoncentral.org/sites/default/files/archive-files/pdf/bennett/2019-03-04/jim_bennett_a_faithful_reply_to_the_ces_letter_from_a_former_ces_employee_2018.pdf#,A CES Letter Reply: Faithful Answers For Those Who Doubt - 85,9,"Former BYU Library Bibliographic Dept. Chairman and antique book specialist Rick Grunder states in his analysis of The Late War (p.770)

""The presence of Hebraisms and other striking parallels in a popular children's textbook (Late War), on the other hand – so close to Joseph Smith in his youth – must sober our perspective."" – p.770",0.0
What is The Late War?,7e47bf0c44ebba682c5e0d49cc95ac65e5f99469bebfe6b7d0c64840643a4f31,0.640942931,https://www.churchofjesuschrist.org/study/general-conference/2003/04/war-and-peace?lang=eng#p21,War and Peace,10,"There have been casualties in this terrible conflict, and there likely will be more. Public protests will likely continue. Leaders of other nations have, in no uncertain terms, condemned the coalition strategy.

The question arises, ""Where does the Church stand in all of this?""",1.0
What is The Late War?,d9ddd7e33c396f8d2565815faa01cbef3a58a705e0c367bf124ce40ef9562c97,0.63877219,https://www.fairlatterdaysaints.org/answers/Criticism_of_Mormonism/Online_documents/Letter_to_a_CES_Director/Book_of_Mormon_Concerns_%26_Questions#,"Response to ""Letter to a CES Director: Book of Mormon Concerns & Questions"" / Response to claim: ""The staggering parallels and similarities"" of The Late War ""to the Book of Mormon are astounding"" / Logical Fallacy: Texas Sharpshooter—The author located some pattern in the data that he or she believes was the cause of something else, despite the lack of any supporting connection, and asserted that this was, in fact, the actual cause.",11,"In this case, the critic scours a book in order to extract similar phrases, then declares that this proves that this book was a source for the Book of Mormon.
**YouTube Video Response: ""Letter to a CES Director: A Closer Look - CES Letter 15 to 17 Late War"" by Brian Hales.**

**Longer response(s) to criticism:**

* Book of Mormon/Plagiarism accusations/The Late War

[[Back to top]](#top)",0.0
What is The Late War?,bca0e6811a367d0e40b31e1d14e52b80fdc0a329683094c1be73a6e27207606e,0.630569279,https://www.churchofjesuschrist.org/study/general-conference/2003/04/war-and-peace?lang=eng#p28,War and Peace,13,"When war raged between the Nephites and the Lamanites, the record states that ""the Nephites were inspired by a better cause, for they were not fighting for … power but they were fighting for their homes and their liberties, their wives and their children, and their all, yea, for their rites of worship and their church.

""And they were doing that which they felt was the duty which they owed to their God"" (Alma 43:45–46).

The Lord counseled them, ""Defend your families even unto bloodshed"" (Alma 43:47).",0.0
